PrtIdx LigIdx v1 v2 v3 v4 v5 v6 cms ener
0 0 1.454168 1.768536 1.200180 8.532144 8.770854 7.836106 0.259145 2.642267
0 0 1.439541 1.759896 1.187676 8.573047 8.757394 7.831312 0.262169 2.631308
0 0 1.429734 1.743469 1.175086 8.571719 8.705673 7.866796 0.265295 2.623774
0 0 1.409964 1.723509 1.169902 8.628973 8.691966 7.809690 0.207593 2.618444
0 0 1.400524 1.715001 1.154591 8.619797 8.681224 7.730956 0.172899 2.617342
0 0 1.418016 1.726755 1.143150 8.543999 8.748384 7.744678 0.205127 2.610960
0 0 1.416641 1.743107 1.130396 8.511457 8.751551 7.721558 0.204323 2.611823
0 0 1.407571 1.747737 1.119213 8.508755 8.810605 7.701479 0.194694 2.613935
0 0 1.424930 1.758831 1.118601 8.462043 8.803629 7.711795 0.223202 2.620721
0 0 1.412848 1.759862 1.104646 8.494515 8.818687 7.776927 0.243388 2.600763
0 0 1.414110 1.743898 1.107716 8.551093 8.751298 7.827567 0.261150 2.595484
0 0 1.425846 1.758423 1.114069 8.524552 8.748233 7.860661 0.259145 2.610434
0 0 1.414394 1.741675 1.114597 8.484529 8.741943 7.817733 0.256217 2.602123
0 0 1.407493 1.748823 1.126273 8.549830 8.796582 7.890997 0.260142 2.602190
0 0 1.422099 1.742844 1.115486 8.604473 8.866668 7.843480 0.258159 2.602414
0 0 1.419783 1.747615 1.134148 8.590384 8.942060 7.889060 0.276173 2.601953
0 0 1.401027 1.736892 1.119316 8.651029 9.018453 7.885150 0.265245 2.594085
0 0 1.391264 1.733595 1.102978 8.632990 9.008590 7.855352 0.255262 2.586502
0 0 1.380262 1.716742 1.091941 8.618580 9.077126 7.786670 0.222363 2.580764
0 0 1.387010 1.718360 1.093699 8.676660 9.017089 7.851024 0.233329 2.581323
0 0 1.386031 1.734155 1.100544 8.644171 9.053394 7.892063 0.281962 2.580134
0 0 1.397153 1.718910 1.081942 8.628181 9.084961 7.900089 0.282969 2.575134
0 0 1.385657 1.738747 1.086445 8.551926 9.149128 7.911536 0.314191 2.574013
0 0 1.366382 1.736430 1.092180 8.591663 9.131089 7.978117 0.336866 2.567082
0 0 1.377705 1.728968 1.105682 8.526586 9.194158 7.915273 0.311993 2.571261
0 0 1.369326 1.724609 1.109955 8.498741 9.179789 7.960296 0.310910 2.570500
0 0 1.369449 1.706746 1.103420 8.499010 9.106426 7.921020 0.303448 2.568067
0 0 1.349697 1.699432 1.112842 8.444036 9.151279 7.895768 0.291672 2.569394
0 0 1.339502 1.690275 1.128605 8.514841 9.136999 7.881625 0.293748 2.554464
0 0 1.335071 1.706419 1.125762 8.570037 9.162809 7.902705 0.306720 2.556662
0 0 1.349338 1.713914 1.122977 8.510895 9.203952 7.974893 0.314191 2.564549
0 0 1.345516 1.721438 1.107102 8.524896 9.261452 7.921009 0.309838 2.557635
0 0 1.328894 1.731142 1.087269 8.547929 9.340084 7.869084 0.308776 2.554685
0 0 1.324067 1.728682 1.073859 8.520941 9.384223 7.899744 0.300274 2.552543
0 0 1.312249 1.743758 1.057024 8.577838 9.457014 7.893760 0.290650 2.548258
0 0 1.314274 1.751061 1.064693 8.598932 9.383135 7.889862 0.299236 2.547512
0 0 1.313888 1.736085 1.068356 8.663119 9.328438 7.887501 0.273170 2.543276
0 0 1.332976 1.734325 1.050576 8.640075 9.330066 7.910690 0.299236 2.545164
0 0 1.349296 1.743634 1.045930 8.603703 9.330959 7.918406 0.302379 2.552754
0 0 1.358961 1.743130 1.042404 8.628850 9.261431 7.886295 0.289637 2.552795
